LY86_Treated_Sample1 LY86_Treated_Sample2 LY86_Treated_Sample3 LY86_Treated_Sample4 LY86_Treated_SampleComb
IGHMBP2 0.116235489 -0.000490772 -0.38014603 -0.238591886 -0.1257483
IGHV1-45 -0.259302693 1.157537049 1.194873201 -0.259302693 0.458451216
IGHV3-73 0 0 3.032100843 0 0.758025211
IGIP 0.694391298 0.578861439 0.662622301 0.638982431 0.643714367
IGKC 1.121522145 -0.108691419 4.440422914 2.967620532 2.105218543
IGKV5-2 0 0 3.229587923 0 0.807396981
IGKV4-1 0 1.989139007 1.650764559 1.718087584 1.339497788
IGLC2 -0.150570661 -0.150570661 1.685353413 1.462960992 0.711793271
IGLC1 0.608539168 -0.504915444 1.09915588 -0.504915444 0.17446604
IGLON5 0.05718237 -0.109560744 0.283920611 0.197620765 0.10729075
IGSF10 0.855044761 0.310178809 0.747865047 1.337314939 0.812600889
IGSF11 -0.301423618 -0.081007317 -0.276276273 -0.177674685 -0.209095473
IGSF23 0.060487172 0.550848637 -0.026076544 -0.06260242 0.130664211
IGSF3 -0.401015343 -0.719809088 -0.693318181 -0.758366614 -0.643127307
IGSF5 0.107760458 -0.396323304 -0.093396171 -0.304900276 -0.171714823
IGSF6 1.054329841 0.919181758 0.366572569 1.075064988 0.853787289
IGSF8 0.137393922 0.465237432 -0.445294765 -0.419677764 -0.065585294
IGSF9 1.767029016 1.390877242 -0.49286969 0.714821682 0.844964563
IGSF9B -0.117632942 -0.072466406 -0.51378323 -0.385308672 -0.272297813
IHO1 0.242843346 0.277744176 -0.175306649 0.171615825 0.129224174
IK 0.049265304 -0.121889421 0.045710527 0.04062464 0.003427762
IKBIP -0.030249947 -0.206009424 0.3663956 0.24141223 0.092887115
IKBKB 0.048019615 0.176742625 -0.272357565 -0.114379864 -0.040493797
IKBKE 0.637797865 0.661624507 -0.238461552 0.290297527 0.337814587
IKBKG 0.247840649 0.264240542 0.156340731 -0.124382908 0.136009754
IKZF1 1.324569353 1.316454821 0.339355223 1.130718112 1.027774377
IKZF2 0.385271373 0.279732819 0.355020946 0.057340398 0.269341384
IKZF3 1.128300481 1.025577989 -0.25367677 1.040435948 0.735159412
IKZF4 0.056564203 -0.067885822 -0.356231317 0.591774046 0.056055277
IKZF5 -0.259462475 -0.157289105 -0.38905336 0.084667201 -0.180284435
IL10 0.813928506 0.752398192 0.062207357 1.331864705 0.74009969
IL10RA 1.338224704 1.276778032 0.383939598 1.399863546 1.09970147
IL10RB -0.078532415 0.276003911 0.021921213 0.057082053 0.06911869
IL11 0.007468405 0.526683199 0.567325183 0.130754522 0.308057827
IL11RA 0.145728866 0.003599167 0.582444224 0.096962903 0.20718379
IL12B 0.794470099 -0.272223609 0.18832855 0.788149009 0.374681012
IL12RB1 1.808789277 2.123294113 0.225469452 1.681390008 1.459735713
IL12RB2 0.606029254 0.065598952 -0.384433969 -0.358898877 -0.01792616
IL13RA1 0.939452479 0.300731287 0.36890279 0.756697202 0.59144594
IL13RA2 0.634382378 0.044874564 1.380294895 0.425618886 0.621292681
IL15 0.423822759 0.239952372 0.342449446 1.025975782 0.50805009
IL15RA 1.215632803 0.854032202 -0.088369878 0.558249214 0.634886085
IL16 0.844193595 0.832578205 0.232873686 1.189804964 0.774862612
IL17B 0.778966951 0.495703492 -0.081221689 -0.111595338 0.270463354
IL17D -0.105081838 -0.377034842 0.174950336 0.521681822 0.05362887
IL17F -0.516611513 -0.516611513 -0.392283378 0.811075852 -0.153607638
IL17RA 0.461187662 0.376671267 -0.307003344 0.299872053 0.207681909
IL17RC 0.649444441 0.649047656 0.261095498 0.454868611 0.503614051
IL17RD 0.078782315 -0.256334624 -0.303128835 -0.152711993 -0.158348284
IL17RE 0.842113602 -0.288516399 0.122909846 -0.231932871 0.111143544
IL18 0.386067161 1.040121222 0.444742106 0.614667107 0.621399399
IL18BP 1.500691858 1.991198327 0.45330408 1.687373874 1.408142035
IL18R1 1.130428703 0.654939909 -0.368143704 0.309928201 0.431788277
IL18RAP 1.031554905 0.862599677 0.261695633 0.520716976 0.669141798
IL1A 1.28912873 0.57482397 0.832621728 0.229179807 0.731438559
IL1B 1.532527171 -0.237993307 1.664709491 0.759764742 0.929752024
IL1F10 2.029130749 -0.151391964 -0.151391964 -0.151391964 0.393738714
IL1R1 0.802520225 -0.305573169 0.715437324 0.901112847 0.528374307
IL1R2 1.371987083 -0.151171693 0.817464136 0.324619838 0.590724841
IL1RAP -0.052994263 -0.524334552 -0.277934509 -0.161764473 -0.254256949
IL1RL1 1.45938997 0.929925704 1.707533283 1.714452697 1.452825414
IL1RL2 1.622286106 0.458228719 0.863323415 1.110305415 1.013535914
IL1RN 1.349760588 1.015665166 1.090734199 1.076506322 1.133166569
IL20RA 0.376906674 -0.128841145 -0.128841145 0.134193261 0.063354411
IL20RB 0.204731898 -0.00250427 -0.490914955 -1.397805551 -0.421623219
IL21R 1.397301595 0.886786911 1.042251236 0.982060558 1.077100075
IL22RA1 0.390373645 -0.337503666 -0.200000143 -0.337503666 -0.121158458
IL23A -0.02578255 -0.055582018 0.158542787 -0.377510113 -0.075082973
IL27 0.42828348 0.988576479 -0.190626336 -0.368718659 0.214378741
IL27RA 0.79584683 0.570451107 0.410972893 1.002167347 0.694859544
IL2RA 0.844967939 0.044409166 0.147168741 0.767755151 0.451075249
IL2RB 1.699717365 1.672083778 -0.098772185 1.124319895 1.099337213
IL2RG 1.403733905 1.257819086 0.67932434 1.309767831 1.16266129
IL31RA 0.02061709 -0.131742204 0.014647283 0.279789352 0.04582788
IL33 1.485728071 0.441911251 1.8248418 1.548089644 1.325142691
IL34 0.264773873 -0.212931877 0.512653489 0.246499742 0.202748807
IL36B 1.186091575 -0.109987426 -0.109987426 -0.109987426 0.214032324
IL36G 1.468792228 -0.019330882 0.09707861 -0.172681659 0.343464574
IL36RN 2.494970086 -0.166284149 -0.544795773 -0.544795773 0.309773598
IL3RA 0.438467861 0.865795145 0.363233444 0.236469205 0.475991414
IL4 0.187417886 -0.160579021 0.587882212 0.937031776 0.387938213
IL4I1 0.718091336 0.031522852 0.607243201 0.748450693 0.526327021
IL4R 1.183021848 0.353560866 0.624766667 0.777662448 0.734752957
IL5 0.058418949 0.353874832 0.321453354 0.28828649 0.255508406
IL6 0.600799143 -0.505262266 0.798680083 -0.049316823 0.211225034
IL6R 0.882902066 0.669222987 -0.24964025 0.497209933 0.449923684
IL6ST 0.122428725 -0.206701149 -0.272571642 0.119327103 -0.059379241
IL7 0.391039081 0.58914809 0.045142264 0.44634749 0.367919231
IL7R 0.858949035 1.12439231 0.949133864 1.487947904 1.105105778
IL9R 0.259009243 0.384280974 0.030644019 0.121246568 0.198795201
ILDR1 0.617481827 0.759283007 -0.053438425 0.220012597 0.385834751
ILDR2 -0.027117382 -0.014626438 -0.014626438 0.734722881 0.169588156
ILF2 -0.335347038 -0.480255801 -0.239247701 -0.205145344 -0.314998971
ILF3 -0.177640737 -0.237058755 -0.538494731 -0.430864689 -0.346014728
ILK 0.032250437 -0.058214215 0.095469734 0.068850373 0.034589082
ILKAP -0.06090989 -0.108268545 -0.126178427 -0.076157116 -0.092878495
ILRUN 0.174899741 0.054733262 -0.263449913 -0.182424981 -0.054060473
ILVBL 0.115874169 0.331896356 -0.127594313 -0.324979752 -0.001200885
IMMP1L -0.007855008 0.222919791 0.482589333 0.113947308 0.202900356
IMMP2L 0.165187394 -1.340167817 0.871106444 0.060472254 -0.060850431
IMMT -0.133303043 -0.102065961 -0.071112719 -0.003773455 -0.077563794
IMP3 0.012189118 -0.016636047 0.15052759 -0.203030955 -0.014237574
IMP4 -0.275642016 -0.47987605 -0.649240801 -0.757593828 -0.540588174
IMPA1 -0.156241577 -0.049065573 0.109028355 0.178338501 0.020514926
IMPA2 -0.031987509 -0.070233505 -0.308060617 0.043246349 -0.09175882
IMPACT 0.022827147 0.310135 -0.683187562 -0.0192489 -0.092368579
IMPDH1 0.19163469 -0.347380308 -0.112175745 -0.228700429 -0.124155448
IMPDH2 -0.241876759 -0.420205123 -0.262411339 -0.316694047 -0.310296817
INAFM1 0.097265198 0.308921908 -0.165216401 -0.355348458 -0.028594438
INAFM2 0.154444237 -0.016902752 -0.058375603 -0.105899499 -0.006683404
INAVA 1.177898034 0.489547043 -0.335549462 -0.0296134 0.325570554
INCA1 0.219324265 0.939052957 0.289492589 0.471148957 0.479754692
INCENP -0.304933446 -0.730002898 -0.432878548 -0.488075201 -0.488972523
INF2 0.06179781 -0.36668364 -0.512398261 -0.243556201 -0.265210073
ING1 -0.015437147 -0.25124774 0.009216342 -0.049508106 -0.076744163
ING2 0.184289169 -0.153586521 0.349819964 -0.07624311 0.076069876
ING3 -0.252092788 -0.131921301 0.095693221 0.160060718 -0.032065037
ING4 0.036823932 0.035748154 0.066009039 0.042228547 0.045202418
ING5 0.141248773 -0.012073599 -0.100958884 -0.159428189 -0.032802975
INHA 0.17478689 0.172487994 -0.213715742 -0.439361141 -0.0764505
INHBA 1.545511283 0.52472535 0.451617802 0.669923266 0.797944425
INHBB 0.543695353 -0.433873539 -0.085145384 0.45486971 0.119886535
INIP -0.18291519 0.062838622 -0.131555467 -0.128377023 -0.095002265
INKA1 -0.04935507 -0.558256472 -0.06032065 -0.738689132 -0.351655331
INKA2 -0.206046916 -0.565182475 -0.606405137 -0.476524855 -0.463539846
INMT 0.451781283 1.305111634 0.461367332 0.859587213 0.769461865
INO80 0.03407654 -0.156611121 -0.635505318 -0.177075223 -0.23377878
INO80B 0.043864518 -0.048028916 -0.247696932 -0.572093146 -0.205988619
INO80C -0.020406999 0.121446345 -0.032284971 -0.237216422 -0.042115512
INO80D 0.019578471 0.01952509 -0.692672599 -0.244044738 -0.224403444
INO80E -0.24166541 -0.331382836 -0.275496311 -0.221965053 -0.267627403
INPP1 0.283379849 0.570925549 -0.492141246 0.443071486 0.20130891
INPP4A 0.026401709 0.174326245 -0.156704057 0.039361082 0.020846245
INPP4B -0.41398472 -0.057748584 -0.716557029 -0.771718665 -0.490002249
INPP5A -0.044498151 -0.023239832 0.114100623 0.130316924 0.044169891
INPP5B 0.724512756 -0.219627045 -0.484071612 0.072805376 0.023404869
INPP5D 1.066199653 0.677128914 0.540321336 1.210118065 0.873441992
INPP5E 0.094480861 0.336094474 -0.612216048 0.017564956 -0.041018939
INPP5F 0.111651608 0.24512871 -0.107438003 -0.030771033 0.05464282
INPP5J 0.599328215 0.742348566 0.192514289 0.456787592 0.497744666
INPP5K 0.214007567 0.28483698 0.076591966 0.049408694 0.156211302
INPPL1 0.078104994 0.192870149 -0.27920845 -0.234496801 -0.060682527
INSC -0.240457356 0.010724894 0.034676173 -0.283054455 -0.119527686
INSIG1 -0.431499007 -0.220261702 -0.386497822 -0.969746298 -0.502001207
INSIG2 0.045303245 0.656962086 -0.200025411 0.147336715 0.162394159
INSL3 -0.077444711 -0.077444711 1.526626613 -0.077444711 0.32357312
INSL6 0.783607269 1.211332558 0.695916771 1.100026046 0.947720661
INSR -0.097485454 -0.246013779 -0.555558149 -0.176414319 -0.268867925
INSRR 0.486722499 0.889426575 -0.099168661 0.234074747 0.37776379
INSYN1 0.525677903 0.424357792 0.646750214 1.227125445 0.705977839
INTS1 -0.066056962 -0.125099104 -0.514948272 -0.353621633 -0.264931493
INTS10 -0.002418955 -0.216998766 -0.33879577 -0.24188774 -0.200025308
INTS11 0.00065199 -0.198589357 -0.333774208 -0.149623159 -0.170333684
INTS12 0.266181208 -0.070245656 0.098218684 0.214954405 0.12727716
INTS13 -0.107808081 -0.271171493 0.209695357 0.034001875 -0.033820586
INTS14 -0.125732705 -0.097691435 -0.309069036 -0.07149021 -0.150995846
INTS15 -0.062861933 -0.155975441 -0.234624466 -0.246963594 -0.175106358
INTS2 -0.002900048 -0.174156801 -0.837181838 -0.044071424 -0.264577528
INTS3 0.087840384 -0.000536948 -0.501731091 -0.022040633 -0.109117072
INTS4 -0.120150933 -0.095927612 -0.28395542 -0.09522403 -0.148814499
INTS5 0.101989635 -0.124059421 -0.398757353 -0.064416475 -0.121310903
INTS6 -0.526285674 0.356838439 -0.249529425 0.25106687 -0.041977447
INTS6L 0.281676696 -0.227549168 -0.285472652 -0.265157966 -0.124125772
INTS7 -0.147423961 -0.151546757 -0.373403756 -0.208483773 -0.220214562
INTS8 -0.049846503 -0.314121389 -0.3201139 -0.041154448 -0.18130906
INTS9 0.177391603 0.075902923 -0.115761064 0.305637319 0.110792695
INTU -0.149004934 0.218142066 -0.296759328 -0.110694398 -0.084579149
INVS 0.086906548 0.012646446 0.061740995 0.219097323 0.095097828
IP6K1 -0.082896893 -0.005986804 -0.580126335 -0.199947076 -0.217239277
IP6K2 0.18010033 0.080642162 -0.152899328 -0.014123551 0.023429903
IP6K3 0.150470694 0.8226778 0.254495254 0.375485643 0.400782348
IPCEF1 0.378983348 0.248234809 -0.077640471 0.216350748 0.191482108
IPMK -0.221316074 -0.350902018 -0.377264995 -0.245311659 -0.298698686
IPO11 -0.321442162 -0.546529429 -0.221283158 -0.164189817 -0.313361141
IPO13 -0.015932317 0.202846463 -0.226996971 -0.189958439 -0.057510316
IPO4 0.451938974 -0.139446277 -0.005215 0.233981498 0.135314799
IPO5 -0.281786854 -0.355068727 -0.302191437 -0.168691276 -0.276934573
IPO7 -0.201138907 -0.287043963 -0.248954762 -0.039736692 -0.194218581
IPO8 -0.10757416 -0.151984076 -0.311543237 -0.206149864 -0.194312834
IPO9 -0.215399661 -0.333831553 -0.468781342 -0.081971261 -0.274995954
IPP -0.069961799 -0.123449081 -0.465787664 -0.448758934 -0.276989369
IPPK -0.059342595 -0.036029112 -0.139840811 -0.316945038 -0.138039389
IQANK1 0.732194215 0.557039456 -0.119935759 0.322251488 0.37288735
IQCB1 -0.157983551 0.87719627 0.214713559 -0.238652058 0.173818555
IQCC 0.62851631 0.768068303 -0.094538299 0.346150214 0.412049132
IQCD -0.189830518 0.534171823 -0.354796865 -0.454332538 -0.116197024
IQCE 0.008220126 -0.136450765 -0.53984296 -0.336388335 -0.251115484
IQCG -0.33698598 0.45722928 0.12465394 0.670935973 0.228958303
IQCH -0.027412834 0.051495732 -0.375204685 0.099475761 -0.062911506
IQCK 0.130945222 -0.058361405 0.097941826 0.154773049 0.081324673
IQGAP1 0.085420222 -0.061968565 -0.296340049 0.116539201 -0.039087298
IQGAP2 -0.016321435 -0.122856219 -0.654047463 0.031701286 -0.190380958
IQGAP3 0.033401265 -0.370168646 -0.392849035 -0.348660179 -0.269569149
IQSEC1 -0.355660701 -0.42096464 -0.873053355 -0.747105521 -0.599196054
IQSEC2 0.987721465 1.238635733 -0.520510096 0.828259611 0.633526678
IRAG1 0.017975125 -0.238750122 -0.207499188 0.685585608 0.064327856
IRAG2 1.208454809 1.467478445 0.462335142 1.276739076 1.103751868
IRAK1 -0.040532906 -0.082314248 -0.688402174 -0.257673136 -0.267230616
IRAK1BP1 -0.357420465 -0.328390387 -0.184289161 -0.193460806 -0.265890205
IRAK2 0.871751507 0.657639855 0.221639111 0.747330797 0.624590317
IRAK3 1.038990695 0.603232942 0.872874735 1.401828305 0.979231669
IRAK4 0.295000423 0.33630362 0.176494484 0.298388848 0.276546844
IREB2 -0.01025938 0.026259654 -0.128296362 0.135884145 0.005897014
IRF1 1.412202205 1.659314764 0.407096123 1.175667249 1.163570085
IRF2 0.487903019 0.664886179 -0.132649392 0.536312094 0.389112975
IRF2BP1 0.019084469 0.197523439 -0.172060862 -0.462846464 -0.104574855
IRF2BP2 0.069901607 -0.125586058 -0.144493312 -0.240452546 -0.110157577
IRF2BPL 0.099953323 -0.021546139 -0.33133241 -0.424193052 -0.16927957
IRF3 0.412648644 0.37531735 -0.189870545 -0.214436126 0.095914831
IRF4 0.300977693 0.685058355 -0.165798205 0.167859182 0.247024256
IRF5 1.328851838 0.940751962 0.571543241 0.970548458 0.952923875
IRF6 1.670741758 -0.263139209 -0.892620377 -1.048739578 -0.133439352
IRF7 1.318818783 1.539073521 0.734500238 1.280917967 1.218327627
IRF8 1.574950762 1.862430679 0.11809822 1.12490924 1.170097225
IRF9 0.748676439 0.802803063 0.331099445 0.677982007 0.640140238
IRGC 0.373122523 0.056814476 0.199258741 0.223711785 0.213226881
IRGM 1.35290474 1.674193311 0.547515201 1.402057787 1.24416776
IRGQ 0.197970112 0.122562237 -0.293427851 -0.12625831 -0.024788453
IRS1 -0.079592328 0.057256962 -0.03091885 0.062948074 0.002423464
IRS2 -0.201901114 -0.527076688 -0.610038137 -0.535588188 -0.468651032
IRS3P -0.065701846 -0.010125473 0.116507966 0.041869165 0.020637453
IRX1 1.148013769 0.129649931 1.416016841 0.891490194 0.896292684
IRX2 2.008643301 0.128740909 0.232849313 -0.427075246 0.485789569
IRX3 0.009902462 0.190105786 -0.005660133 -0.530785045 -0.084109232
IRX4 1.110846433 -0.143566655 -0.200150183 -0.200150183 0.141744853
IRX5 0.37971085 0.174656033 0.552085138 0.149427936 0.313969989
ISCA1 -0.118281449 -0.022370539 0.09312249 0.084559347 0.009257462
ISCA2 -0.062422476 0.097144048 0.313787178 0.201080337 0.137397272
ISCU -0.061940801 0.171956814 0.159648071 0.01308436 0.070687111
ISG15 1.045356928 1.071591584 0.594675261 0.564399037 0.819005703
ISG20 1.123507845 0.820546887 0.773216536 0.65882087 0.844023034
ISG20L2 -0.068945506 -0.052486621 -0.063301091 -0.018014404 -0.050686906
ISL1 0.246655054 0.121661522 -0.165219626 -0.165219626 0.009469331
ISL2 -0.098979873 0.133995043 -0.05694774 0.354683158 0.083187647
ISLR 0.520570092 1.066173253 1.439164856 1.650453467 1.169090417
ISLR2 -0.129543144 -0.093386041 0.672148705 0.339573366 0.197198222
ISM1 0.935009606 -0.083105808 -0.180130262 -0.155255594 0.129129485
ISM2 -0.116395113 -0.03320207 -0.355130165 -0.355130165 -0.214964378
ISOC1 0.187938041 0.017685115 -0.109088933 0.202855073 0.074847324
ISOC2 -0.219547782 0.299847159 0.028627911 -0.356780494 -0.061963301
IST1 0.164775787 0.079037388 0.17962072 0.031283346 0.11367931
ISY1 -0.326350171 -0.709984637 -0.515337206 -0.3476886 -0.474840154
ISYNA1 -0.294461603 -0.52083441 -0.229638987 -0.182886212 -0.306955303
ITCH -0.018560217 -0.041795087 -0.193854845 -0.023552125 -0.069440568
ITFG1 -0.150418549 -0.17178869 -0.153162857 0.020262183 -0.113776978
ITFG2 -0.229077534 -0.231517321 -0.303104403 -0.603525225 -0.341806121
ITGA1 -0.235123114 -0.571316012 -0.689313221 -0.054227241 -0.387494897
ITGA10 0.143243632 -0.252699033 0.190648862 0.151300195 0.058123414
ITGA11 0.843343064 0.412323249 -0.270891959 0.765736963 0.437627829
ITGA2 0.263519684 -0.180832401 -0.043328877 0.275681735 0.078760035
ITGA2B -0.241877454 0.422743152 -0.411833239 -0.419870558 -0.162709525
ITGA3 0.323733276 -0.267659856 -0.422938082 -0.084708174 -0.112893209
ITGA4 -0.613930854 -0.62744306 -1.133770906 -0.393087023 -0.692057961
ITGA5 0.13878362 -0.095791297 -0.390417142 -0.022965442 -0.092597565
ITGA6 0.006756301 -0.633754602 -0.319010066 -0.057977457 -0.250996456
ITGA7 0.462441355 -0.105491541 -0.731425823 -0.048908013 -0.105846006
ITGA8 0.262959893 -0.176482013 -0.367530306 -0.007800178 -0.072213151
ITGA9 -0.204863543 0.188369912 -0.826796535 0.058718513 -0.196142913
ITGAE 0.65029401 0.479824816 0.338780935 0.225251989 0.423537938
ITGAL 1.385462432 1.13592701 -0.145455437 1.011836663 0.846942667
ITGAM 1.367389469 1.185134776 1.084216651 1.543358076 1.295024743
ITGAV -0.066894014 -0.106598285 -0.499392633 -0.085986746 -0.18971792
ITGAX 1.25562196 0.681699665 0.714202305 0.672539666 0.831015899
ITGB1 -0.132210507 -0.224348956 -0.078603491 0.061286626 -0.093469082
ITGB1BP1 0.068346777 0.056719591 0.172910983 0.109811183 0.101947134
ITGB1BP2 0.211166474 0.047505237 -0.847797384 -0.596835811 -0.296490371
ITGB2 1.360661857 1.262240504 0.804785325 1.203669398 1.157839271
ITGB3 0.563467411 0.714919981 0.064890023 0.502944175 0.461555398
ITGB3BP -0.332995693 -0.270419526 0.248954633 -0.305959281 -0.165104967
ITGB4 1.239464084 0.231987514 -0.240223693 0.249581574 0.37020237
ITGB5 0.535285222 0.13317376 -0.144132404 0.477811489 0.250534517
ITGB6 0.224955909 -0.130824126 -0.187407655 -0.187407655 -0.070170882
ITGB7 1.683725036 1.42717239 1.211305243 1.514599164 1.459200458
ITGB8 0.334701233 -0.027795243 -0.165298767 0.243166079 0.096193326
ITGBL1 0.551069248 -0.00428885 -0.099769159 1.571166565 0.504544451
ITIH2 0.025377592 0.04770855 0.034162018 2.107141463 0.553597406
ITIH3 0.249693803 -0.08934215 0.034985985 0.220997971 0.104083902
ITIH5 0.642707817 1.088496515 1.085105926 1.627582494 1.110973188
ITK 1.188963116 1.044949869 0.3501347 0.848335888 0.858095893
ITM2A 0.565619187 0.531284493 1.083374745 1.311231318 0.872877436
ITM2B 0.825068061 0.823830841 0.568814107 0.908486032 0.78154976
ITM2C 0.27779825 0.414403922 0.028535372 0.013798179 0.183633931
ITPA -0.058951095 -0.250713016 -0.492384205 -0.360420495 -0.290617203
ITPK1 0.145651501 -0.25524786 -0.019502675 -0.217015662 -0.086528674
ITPKA 0.633774782 0.893540598 -0.182254753 0.194874758 0.384983846
ITPKB 0.033984873 0.116320238 -0.572484357 -0.234629632 -0.164202219
ITPKC 1.006528545 -0.130359426 -0.243700899 -0.146479091 0.121497282
ITPR1 -0.136071716 -0.023443702 -0.997101429 -0.207335647 -0.340988123
ITPR2 -0.092061365 0.43470562 -0.161588353 0.30712108 0.122044246
ITPR3 0.715047278 -0.216315998 -0.414428226 -0.204610498 -0.030076861
ITPRID2 0.174282703 -0.293197123 -0.252814359 -0.068067209 -0.109948997
ITPRIP 0.413005507 0.003728445 -0.241747589 -0.175426882 -0.00011013
ITPRIPL1 0.187196786 -0.110185495 -0.327256276 -0.069188123 -0.079858277
ITPRIPL2 0.391470002 0.337199649 -0.323021122 0.321831248 0.181869944
ITSN1 -0.150086784 -0.076505758 -0.433475343 0.032452823 -0.156903766
ITSN2 0.223536957 -0.117961393 -0.181057494 0.117952999 0.010617767
IVD -0.32851471 0.068818193 -0.475993632 -0.760221414 -0.373977891
IVL 2.435021907 0.101138474 -1.27207885 -1.342468177 -0.019596662
IVNS1ABP -0.273059389 -0.283827053 -0.364364158 -0.23876675 -0.290004337
IWS1 -0.153543416 -0.192156137 -0.313384477 0.058730752 -0.15008832
IZUMO1R 0.385619384 0.35439363 -0.230568871 0.047966628 0.139352693
IZUMO4 0.71829033 0.573355815 0.607303147 0.596075892 0.623756296
JADE1 -0.203000769 -0.26302005 -0.495107887 -0.332061694 -0.3232976
JADE2 0.106269771 0.406940368 -0.586492418 -0.195480371 -0.067190662
JADE3 -0.182070392 -0.202633058 -0.342508461 -0.269324114 -0.249134006
JAG1 1.120613726 0.035560523 -0.191101494 0.174458628 0.284882846
JAG2 0.603044021 -0.356731063 -0.465905185 -0.96884517 -0.297109349
JAGN1 -0.15213571 -0.199738107 -0.177701119 -0.273683035 -0.200814493
JAK1 0.301604497 0.152178563 -0.021043661 0.347792728 0.195133032
JAK2 0.380485355 0.244067662 -0.062240484 0.411664147 0.24349417
JAK3 0.704373029 0.576059315 -0.193438213 0.122084746 0.302269719
JAKMIP1 0.043503009 0.329745287 0.157165833 -0.172755053 0.089414769
JAM2 0.116733027 -0.048551168 -0.03545551 0.265462091 0.07454711
JAM3 0.073194907 0.215460378 -0.007832364 0.142181106 0.105751007
JAML 0.468457835 0.200993993 0.125178211 0.376924545 0.292888646
JARID2 0.047577838 0.178173654 -0.269339386 0.006612354 -0.009243885
JAZF1 0.052289522 0.234695127 0.289684362 0.125904101 0.175643278
JCAD 0.261837084 0.227567125 -0.26621349 0.671467734 0.223664613
JCHAIN -0.097518248 -0.058302528 2.624813092 0.984583284 0.8633939
JDP2 0.052244934 -0.00278587 -0.273359699 -0.145198252 -0.092274722
JKAMP 0.196433562 0.215573933 -0.154145583 0.020568175 0.069607522
JMJD1C 0.001044744 0.074317291 -0.27804935 -0.222664446 -0.10633794
JMJD4 -0.048379749 0.00993878 -0.781648826 -0.178506309 -0.249649026
JMJD6 -0.133792885 -0.451991245 -0.050643373 -0.389211733 -0.256409809
JMJD7 0.229557307 -0.044016177 -0.034356777 -0.18498522 -0.008450217
JMJD8 0.148579715 0.068527136 -0.076600159 -0.089193726 0.012828242
JMY 0.063738493 -0.409816984 -0.287243368 -0.259201765 -0.223130906
JOSD1 -0.108816605 -0.284618679 -0.493746172 -0.218927338 -0.276527198
JOSD2 0.034494232 0.269863858 0.025998426 -0.360126381 -0.007442467
JPH1 0.401237288 0.328771939 -0.187243208 -0.158674056 0.096022991
JPH2 -0.017893913 0.109030551 -0.386433799 -0.312433218 -0.151932595
JPH3 -0.107172134 -0.100075832 -0.100075832 0.156560803 -0.037690749
JPH4 -0.051959981 0.180442814 -0.096735774 -0.49528515 -0.115884523
JPT1 -0.085527401 -0.222657094 0.164098648 -0.04014478 -0.046057657
JPT2 -0.368121469 -0.534202545 -0.376822043 -0.307893269 -0.396759831
JPX -0.110482143 -0.059337341 0.020016196 -0.27569968 -0.106375742
JRK 0.156974376 0.040527417 -0.038184559 0.001708168 0.04025635
JRKL 0.030311172 0.309733533 0.272801093 0.18736993 0.200053932
JSRP1 0.258287864 0.559795282 -1.072472934 -0.449542583 -0.175983093
JTB 0.056785858 0.081184932 0.344018419 0.133078225 0.153766859
JUN 0.277658163 -0.269472643 -0.088359961 -0.156700649 -0.059218773
JUNB 0.774886669 0.064646113 0.081704672 -0.175813208 0.186356061
JUND 0.198220177 -0.069457592 -0.127291479 -0.461519603 -0.115012124
JUP 1.663843134 -0.131236722 -0.487349821 -0.402432844 0.160705937
KALRN 0.435788564 0.617919166 -0.566081021 0.19820518 0.171457972
KANK1 0.058333564 -0.395661 -0.724497464 -0.654657839 -0.429120684
KANK2 -0.103541191 -0.143883217 -0.430560465 -0.01164162 -0.172406623
KANK3 0.245672444 0.408953309 0.399045407 0.436123511 0.372448668
KANK4 -0.000222316 -0.237175893 -0.266923236 -0.027457301 -0.132944686
KANSL1 -0.068620828 0.081408148 -0.370131829 -0.367793966 -0.181284619
KANSL1L 0.030115516 0.432616468 -0.182532753 0.145840751 0.106509995
KANSL2 -0.087264892 -0.156735498 -0.070725653 -0.142875439 -0.114400371
KANSL3 0.122611582 0.416308806 -0.266100102 0.004564422 0.069346177
KANTR 0.400444124 0.499365281 -0.398562809 0.43003326 0.232819964
KARS1 -0.073279404 -0.152337719 -0.188487452 -0.053323792 -0.116857092
KASH5 0.051212034 -0.183228986 -0.255985329 -0.231323275 -0.154831389
KAT14 -0.039934641 -0.216261334 0.072499897 0.014803962 -0.042223029
KAT2A -0.178939863 -0.336657965 -0.438608192 -0.277108216 -0.307828559
KAT2B 0.413527403 0.479832399 -0.021466828 0.232497665 0.27609766
KAT5 0.244424832 -0.155270281 0.444510184 0.193826482 0.181872804
KAT6A 0.153111044 0.121030617 -0.669558914 0.047781635 -0.086908905
KAT6B -0.098079331 -0.044595614 -0.376978066 -0.267566849 -0.196804965
KAT7 -0.18379472 -0.306268956 -0.42989686 -0.350131327 -0.317522966
KAT8 0.064194887 0.031713289 -0.112710263 -0.210631958 -0.056858512
KATNA1 0.081037132 0.041266354 0.155298593 0.011675463 0.072319386
KATNAL1 -0.202758693 0.115654266 -0.646423614 -0.129998061 -0.215881526
KATNAL2 0.011604965 -0.181648984 -0.037127472 -0.438065511 -0.16130925
KATNB1 -0.300150696 -0.148432751 -0.851375957 -0.280845807 -0.395201303
